,year,month,intent,police,sex,age,race,hispanic,place,education
9676,2012,8,Homicide,0,M,32,Black,100,Trade/service area,Less than HS
9677,2012,9,Suicide,0,M,73,White,100,Home,Some college
9678,2012,7,Homicide,1,M,39,Black,100,NA,HS/GED
9679,2012,9,Homicide,0,M,49,White,100,Street,BA+
9680,2012,6,Homicide,0,M,23,Black,100,Other specified,Less than HS
9681,2012,7,Homicide,0,M,27,Black,100,Street,Some college
9682,2012,5,Homicide,0,M,18,Black,100,Other unspecified,Less than HS
9683,2012,7,Homicide,0,M,21,Black,100,Other specified,Some college
9684,2012,9,Suicide,0,M,30,Black,100,Residential institution,HS/GED
9685,2012,6,Homicide,0,M,37,Black,100,Home,HS/GED
9686,2012,8,Homicide,0,M,38,Black,100,Home,HS/GED
9687,2012,6,Homicide,0,M,40,Black,100,Other specified,Some college
9688,2012,8,Suicide,0,M,23,White,100,Home,HS/GED
9689,2012,7,Homicide,0,M,20,Black,100,Residential institution,HS/GED
9690,2012,6,Suicide,0,M,66,White,100,Home,Some college
9691,2012,7,Suicide,0,M,62,White,100,Home,BA+
9692,2012,4,Suicide,0,M,26,White,100,Home,HS/GED
9693,2012,8,Suicide,0,M,54,White,100,Home,HS/GED
9694,2012,8,Homicide,1,M,67,White,100,NA,BA+
9695,2012,9,Suicide,0,M,60,White,100,Home,Less than HS
9696,2012,9,Homicide,0,M,18,Hispanic,223,Trade/service area,Less than HS
9697,2012,9,Suicide,0,M,32,White,100,Other specified,Some college
9698,2012,7,Suicide,0,M,79,White,100,Home,HS/GED
9699,2012,9,Suicide,0,M,59,White,100,Home,Some college
9700,2012,8,Suicide,0,F,68,White,100,Home,Some college
9701,2012,8,Homicide,0,F,37,Hispanic,226,Home,Less than HS
9702,2012,8,Homicide,0,M,35,Black,100,Home,Less than HS
9703,2012,9,Suicide,0,M,35,White,100,Other specified,HS/GED
9704,2012,6,Homicide,0,M,19,Black,100,Other specified,HS/GED
9705,2012,6,Homicide,0,M,24,Black,100,Home,Some college
9706,2012,9,Suicide,0,M,75,White,100,Home,Less than HS
9707,2012,8,Suicide,0,M,55,White,100,Other unspecified,Less than HS
9708,2012,9,Homicide,0,M,63,Black,100,Home,NA
9709,2012,9,Homicide,0,M,30,White,100,Other unspecified,BA+
9710,2012,7,Homicide,0,M,30,Black,100,Home,HS/GED
9711,2012,9,Accidental,0,M,64,White,100,Other specified,HS/GED
9712,2012,8,Suicide,0,M,50,Hispanic,226,Home,Less than HS
9713,2012,8,Suicide,0,M,72,White,100,Home,BA+
9714,2012,8,Suicide,0,M,53,White,100,Home,Some college
9715,2012,7,Suicide,0,M,39,White,100,Home,Some college
9716,2012,8,Homicide,0,M,18,Black,100,Home,HS/GED
9717,2012,4,Homicide,0,M,44,Black,100,Home,HS/GED
9718,2012,7,Homicide,0,M,28,Black,100,Street,Less than HS
9719,2012,6,Suicide,0,M,79,White,100,Home,HS/GED
9720,2012,10,Suicide,0,M,52,White,100,Home,HS/GED
9721,2012,8,Suicide,0,M,38,White,100,Home,HS/GED
9722,2012,7,Homicide,0,M,63,Asian/Pacific Islander,100,Home,BA+
9723,2012,8,Homicide,0,M,30,Black,100,Other specified,HS/GED
9724,2012,10,Suicide,0,M,49,White,100,Home,HS/GED
9725,2012,8,Suicide,0,M,65,White,100,Home,HS/GED
9726,2012,8,Homicide,0,M,23,Black,100,Home,BA+
9727,2012,8,Homicide,0,M,46,Asian/Pacific Islander,100,Other specified,NA
9728,2012,9,Suicide,0,F,37,White,100,Other specified,BA+
9729,2012,9,Suicide,0,M,47,White,100,Home,BA+
9730,2012,9,Suicide,0,F,56,White,100,Home,BA+
9731,2012,6,Homicide,0,M,40,Black,100,Home,HS/GED
9732,2012,5,Suicide,0,M,79,White,100,Home,BA+
9733,2012,8,Suicide,0,M,53,White,100,Home,Some college
9734,2012,8,Homicide,0,M,35,Black,100,Home,HS/GED
9735,2012,8,Suicide,0,M,84,White,100,Home,Less than HS
9736,2012,4,Homicide,0,M,41,Black,100,Home,Less than HS
9737,2012,10,Homicide,0,M,33,Black,100,Other specified,Some college
9738,2012,8,Homicide,0,M,31,Black,100,Other specified,HS/GED
9739,2012,8,Homicide,0,M,19,Black,100,Home,HS/GED
9740,2012,8,Homicide,0,M,31,Black,100,Other specified,Less than HS
9741,2012,8,Homicide,0,M,21,Black,100,Street,Some college
9742,2012,8,Suicide,0,M,32,White,100,Home,BA+
9743,2012,8,Homicide,0,M,26,Black,100,Home,Less than HS
9744,2012,10,Suicide,0,M,47,White,100,Home,HS/GED
9745,2012,6,Suicide,0,M,84,White,100,Home,HS/GED
9746,2012,5,Homicide,0,M,41,Black,100,Home,HS/GED
9747,2012,8,Suicide,0,M,56,White,100,Home,Some college
9748,2012,9,Homicide,0,M,24,Black,100,Other specified,HS/GED
9749,2012,7,Homicide,0,F,30,Black,100,Street,Less than HS
9750,2012,6,Suicide,0,F,41,White,100,Home,BA+
9751,2012,6,Suicide,0,M,29,White,100,Home,BA+
9752,2012,6,Homicide,0,M,21,Black,100,Other unspecified,Less than HS
9753,2012,8,Suicide,0,M,76,White,100,Home,Some college
9754,2012,8,Homicide,0,M,36,Black,100,Home,HS/GED
9755,2012,5,Homicide,0,F,31,White,100,Home,Less than HS
9756,2012,9,Homicide,0,F,12,Black,100,Home,Less than HS
9757,2012,9,Homicide,0,M,18,Black,100,Other specified,Less than HS
9758,2012,8,Suicide,0,M,15,White,100,School/instiution,Less than HS
9759,2012,8,Accidental,0,M,55,White,100,Other specified,NA
9760,2012,7,Suicide,0,M,32,Black,100,Home,Some college
9761,2012,8,Suicide,0,M,52,White,100,Home,HS/GED
9762,2012,9,Suicide,0,M,27,White,100,Home,Some college
9763,2012,10,Suicide,0,F,46,White,100,Home,HS/GED
9764,2012,9,Homicide,0,M,34,Black,100,Other specified,NA
9765,2012,10,Suicide,0,F,76,White,100,Home,HS/GED
9766,2012,6,Homicide,0,M,25,Black,100,Home,Some college
9767,2012,6,Suicide,0,F,65,White,100,Home,BA+
9768,2012,6,Suicide,0,F,65,White,100,Home,HS/GED
9769,2012,8,Homicide,0,M,26,Black,100,Home,HS/GED
9770,2012,8,Homicide,0,M,59,Black,100,Home,HS/GED
9771,2012,8,Suicide,0,M,46,White,100,Home,HS/GED
9772,2012,8,Suicide,0,M,65,Asian/Pacific Islander,100,Home,HS/GED
9773,2012,7,Suicide,0,M,56,White,100,Home,HS/GED
9774,2012,8,Suicide,0,M,52,White,100,Home,HS/GED
9775,2012,7,Suicide,0,M,32,White,100,Home,Less than HS
9776,2012,10,Suicide,0,M,56,White,100,Home,HS/GED
9777,2012,10,Homicide,0,M,66,Black,100,Other unspecified,BA+
9778,2012,8,Suicide,0,M,48,Black,100,Home,Some college
9779,2012,10,Homicide,0,M,56,Black,100,Other specified,HS/GED
9780,2012,9,Suicide,0,F,59,Asian/Pacific Islander,100,Other unspecified,BA+
9781,2012,8,Homicide,0,F,32,Black,100,Other specified,Less than HS
9782,2012,10,Homicide,0,F,58,White,100,Home,Some college
9783,2012,8,Suicide,0,M,60,White,100,Home,Some college
9784,2012,10,Homicide,0,M,55,White,100,Home,HS/GED
9785,2012,8,Homicide,0,M,22,Black,100,Other specified,Less than HS
9786,2012,10,Suicide,0,M,91,White,100,Home,HS/GED
9787,2012,10,Homicide,0,M,59,White,100,School/instiution,BA+
9788,2012,10,Suicide,0,M,78,White,100,Home,BA+
9789,2012,10,Suicide,0,M,31,White,100,Home,Some college
9790,2012,10,Homicide,0,M,51,White,100,Home,Less than HS
9791,2012,8,Suicide,0,F,69,White,100,Home,NA
9792,2012,8,Suicide,0,M,73,White,100,Home,HS/GED
9793,2012,10,Suicide,0,M,29,Black,100,Home,Less than HS
9794,2012,10,Suicide,0,M,62,White,100,Home,Some college
9795,2012,10,Suicide,0,M,59,White,100,Home,HS/GED
9796,2012,8,Suicide,0,M,63,White,100,Home,Some college
9797,2012,7,Suicide,0,M,28,Black,100,Home,Some college
9798,2012,9,Suicide,0,M,16,Black,100,Home,Less than HS
9799,2012,8,Homicide,0,M,57,Black,100,Home,Some college
9800,2012,8,Homicide,0,M,50,White,100,Street,Some college
9801,2012,9,Homicide,0,M,59,Black,100,Street,HS/GED
9802,2012,10,Suicide,0,M,54,White,100,Home,Some college
9803,2012,9,Homicide,0,M,34,Black,100,Home,HS/GED
9804,2012,9,Homicide,0,M,34,Black,100,Home,HS/GED
9805,2012,10,Homicide,0,M,53,Black,100,Street,HS/GED
9806,2012,10,Suicide,0,F,33,White,100,Home,NA
9807,2012,10,Accidental,0,M,53,White,100,Home,Less than HS
9808,2012,10,Suicide,0,M,75,Black,100,Home,Less than HS
9809,2012,9,Homicide,0,M,46,Black,100,Home,Less than HS
9810,2012,7,Suicide,0,M,16,White,100,School/instiution,Less than HS
9811,2012,9,Homicide,0,M,15,Black,100,Residential institution,Less than HS
9812,2012,9,Suicide,0,M,63,White,100,Home,HS/GED
9813,2012,7,Suicide,0,M,46,White,100,Street,NA
9814,2012,10,Suicide,0,M,62,White,100,Home,BA+
9815,2012,10,Suicide,0,M,16,White,100,Home,Less than HS
9816,2012,10,Suicide,0,M,44,White,100,Other specified,Some college
9817,2012,11,Suicide,0,M,44,White,100,Home,Some college
9818,2012,8,Accidental,0,M,45,White,100,Other unspecified,Less than HS
9819,2012,10,Suicide,0,M,47,White,100,Home,BA+
9820,2012,8,Suicide,0,F,52,White,100,Home,Less than HS
9821,2012,9,Suicide,0,F,46,White,100,Home,Some college
9822,2012,8,Suicide,0,M,49,White,100,School/instiution,Less than HS
9823,2012,9,Homicide,0,M,24,White,100,Other unspecified,Some college
9824,2012,10,Suicide,0,M,50,Black,100,Home,BA+
9825,2012,1,Suicide,0,F,21,White,100,Trade/service area,Some college
9826,2012,11,Homicide,0,M,27,Black,100,Other unspecified,Some college
9827,2012,11,Homicide,0,M,34,White,100,Other specified,Less than HS
9828,2012,9,Suicide,0,M,54,White,100,Other specified,HS/GED
9829,2012,9,Suicide,0,M,39,White,100,Home,Less than HS
9830,2012,11,Suicide,0,M,51,White,100,Trade/service area,HS/GED
9831,2012,9,Suicide,0,M,45,White,100,Home,Less than HS
9832,2012,10,Suicide,0,F,57,White,100,Other unspecified,BA+
9833,2012,9,Suicide,0,M,57,White,100,Other specified,HS/GED
9834,2012,8,Homicide,0,M,25,Black,100,Home,Less than HS
9835,2012,11,Homicide,0,M,31,Black,100,Street,HS/GED
9836,2012,10,Suicide,0,M,32,White,100,Home,Less than HS
9837,2012,8,Homicide,0,F,53,Black,100,Trade/service area,Some college
9838,2012,7,Homicide,0,F,50,Black,100,Home,Some college
9839,2012,10,Suicide,0,M,32,White,100,Other specified,HS/GED
9840,2012,11,Suicide,0,F,27,Hispanic,210,Home,Less than HS
9841,2012,9,Suicide,0,M,16,White,100,Other specified,Less than HS
9842,2012,9,Homicide,0,M,19,Black,100,Home,HS/GED
9843,2012,7,Suicide,0,M,35,White,100,Home,BA+
9844,2012,10,Accidental,0,M,68,White,100,Home,HS/GED
9845,2012,7,Suicide,0,F,49,White,100,Other specified,HS/GED
9846,2012,11,Suicide,0,M,76,White,100,Home,NA
9847,2012,8,Homicide,0,M,52,Black,100,Other specified,HS/GED
9848,2012,11,Suicide,0,M,26,White,100,Home,Some college
9849,2012,10,Homicide,0,M,26,Black,100,Street,HS/GED
9850,2012,10,Suicide,0,M,83,White,100,Home,Some college
9851,2012,7,Suicide,0,F,60,White,100,Home,Some college
9852,2012,9,Homicide,0,M,19,Black,100,Street,HS/GED
9853,2012,7,Suicide,0,M,44,White,100,Home,Some college
9854,2012,8,Suicide,0,M,42,White,100,Home,HS/GED
9855,2012,11,Suicide,0,F,53,White,100,Home,BA+
9856,2012,9,Homicide,0,F,21,White,100,Other unspecified,HS/GED
9857,2012,10,Homicide,0,M,30,Hispanic,280,Street,Some college
9858,2012,6,Homicide,0,F,36,White,100,Street,HS/GED
9859,2012,11,Suicide,0,M,90,White,100,Home,Less than HS
9860,2012,7,Accidental,0,M,2,Black,100,Home,Less than HS
9861,2012,7,Suicide,0,M,17,White,100,Other specified,Less than HS
9862,2012,7,Suicide,0,M,64,White,100,Home,BA+
9863,2012,11,Suicide,0,M,22,White,100,Home,NA
9864,2012,8,Accidental,0,M,2,White,100,Home,Less than HS
9865,2012,9,Suicide,0,M,56,White,100,Home,Some college
9866,2012,10,Homicide,0,M,18,Black,100,Other specified,Less than HS
9867,2012,11,Suicide,0,M,22,White,100,Home,HS/GED
9868,2012,10,Suicide,0,M,53,White,100,Trade/service area,Some college
9869,2012,11,Homicide,0,F,42,White,100,Home,Less than HS
9870,2012,10,Suicide,0,M,55,White,100,Home,HS/GED
9871,2012,11,Homicide,0,M,21,Black,100,Other specified,Less than HS
9872,2012,8,Suicide,0,M,41,White,100,Home,Some college
9873,2012,11,Suicide,0,M,33,White,100,Street,HS/GED
9874,2012,8,Suicide,0,M,24,Hispanic,275,Home,NA
9875,2012,10,Homicide,0,M,24,Black,100,Street,Some college
9876,2012,8,Homicide,0,M,26,Black,100,Trade/service area,HS/GED
9877,2012,11,Suicide,0,M,44,White,100,Home,Some college
9878,2012,9,Suicide,0,M,57,White,100,Trade/service area,BA+
9879,2012,7,Suicide,0,M,57,White,100,Home,Some college
9880,2012,9,Suicide,0,F,29,White,100,Street,HS/GED
9881,2012,8,Suicide,0,M,60,White,100,Home,Some college
9882,2012,11,Suicide,0,F,51,Asian/Pacific Islander,100,Home,BA+
9883,2012,10,Suicide,0,M,64,White,100,Other specified,NA
9884,2012,11,Homicide,0,M,33,White,100,Street,NA
9885,2012,9,Suicide,0,M,71,White,100,Home,Some college
9886,2012,11,Suicide,0,M,42,White,100,Home,NA
9887,2012,8,Homicide,0,M,22,Black,100,Other specified,HS/GED
9888,2012,8,Homicide,0,F,36,Black,100,Home,Some college
9889,2012,11,Homicide,0,F,2,Black,100,Home,Less than HS
9890,2012,11,Suicide,0,M,30,White,100,Other specified,Some college
9891,2012,11,Undetermined,0,M,51,White,100,Home,HS/GED
9892,2012,9,Suicide,0,M,46,Black,100,Home,Less than HS
9893,2012,12,Suicide,0,M,87,White,100,Home,HS/GED
9894,2012,12,Homicide,0,M,21,Native American/Native Alaskan,100,Street,HS/GED
9895,2012,12,Suicide,0,M,73,White,100,Street,HS/GED
9896,2012,9,Suicide,0,F,47,White,100,Home,HS/GED
9897,2012,11,Suicide,0,M,23,White,100,Home,Some college
9898,2012,11,Suicide,0,M,28,Black,100,Other specified,HS/GED
9899,2012,8,Suicide,0,F,60,White,100,Home,HS/GED
9900,2012,7,Homicide,0,F,36,Black,100,Home,HS/GED
9901,2012,11,Homicide,0,F,38,Black,100,Home,Less than HS
9902,2012,8,Homicide,0,M,67,Hispanic,210,Other unspecified,NA
9903,2012,10,Suicide,0,M,70,White,100,Home,NA
9904,2012,8,Suicide,0,M,50,Hispanic,234,Home,BA+
9905,2012,12,Homicide,0,F,37,Hispanic,281,Home,Some college
9906,2012,12,Suicide,0,M,51,White,100,Home,Less than HS
9907,2012,12,Homicide,0,M,53,Black,100,Home,NA
9908,2012,10,Homicide,0,M,20,Black,100,Street,HS/GED
9909,2012,12,Suicide,0,M,37,White,100,Home,HS/GED
9910,2012,11,Accidental,0,M,27,White,100,Home,Some college
9911,2012,10,Suicide,0,M,52,White,100,Home,HS/GED
9912,2012,11,Suicide,0,F,76,White,100,Home,HS/GED
9913,2012,12,Homicide,0,M,20,Black,100,Street,Less than HS
9914,2012,9,Suicide,0,M,74,White,100,Home,HS/GED
9915,2012,12,Suicide,0,M,56,Black,100,Home,Less than HS
9916,2012,7,Suicide,0,M,49,White,100,Other specified,Less than HS
9917,2012,8,Homicide,0,M,30,White,100,Home,HS/GED
9918,2012,11,Homicide,0,F,21,White,100,Home,HS/GED
9919,2012,8,Homicide,0,F,53,White,100,Residential institution,HS/GED
9920,2012,11,Homicide,0,M,76,Black,100,Home,HS/GED
9921,2012,11,Suicide,0,M,24,White,100,Home,HS/GED
9922,2012,9,Suicide,0,M,17,White,100,Residential institution,Less than HS
9923,2012,9,Homicide,0,F,49,White,100,Home,HS/GED
9924,2012,8,Homicide,0,M,35,Black,100,Other specified,BA+
9925,2012,12,Suicide,0,M,57,White,100,Home,Some college
9926,2012,12,Homicide,0,M,36,White,100,Home,Less than HS
9927,2012,9,Homicide,0,M,53,White,100,Street,HS/GED
9928,2012,9,Suicide,0,M,53,White,100,Home,Less than HS
9929,2012,12,Suicide,0,M,39,White,100,Home,BA+
9930,2012,9,Suicide,0,M,46,White,100,Other specified,BA+
9931,2012,12,Suicide,0,M,51,White,100,Trade/service area,HS/GED
9932,2012,8,Homicide,0,M,39,Black,100,Home,Some college
9933,2012,11,Homicide,0,M,24,Black,100,Street,HS/GED
9934,2012,10,Homicide,0,F,18,Black,100,Home,HS/GED
9935,2012,9,Homicide,0,M,27,Black,100,Street,HS/GED
9936,2012,9,Suicide,0,M,40,White,100,Trade/service area,HS/GED
9937,2012,12,Suicide,0,M,56,White,100,Home,Some college
9938,2012,9,Suicide,0,M,72,White,100,Home,HS/GED
9939,2012,12,Suicide,0,M,42,White,100,Street,HS/GED
9940,2012,9,Suicide,0,M,33,White,100,Home,HS/GED
9941,2012,12,Suicide,0,M,91,White,100,Home,HS/GED
9942,2012,9,Suicide,0,M,26,White,100,Home,HS/GED
9943,2012,12,Suicide,0,M,43,White,100,Home,Some college
9944,2012,12,Homicide,0,M,18,Black,100,Home,Less than HS
9945,2012,9,Suicide,0,F,52,White,100,Home,Less than HS
9946,2012,8,Homicide,0,M,34,Black,100,Street,Less than HS
9947,2012,12,Suicide,0,M,17,White,100,Home,Less than HS
9948,2012,12,Suicide,0,M,59,White,100,Home,HS/GED
9949,2012,8,Homicide,0,M,23,Black,100,Other specified,Some college
9950,2012,12,Homicide,0,M,56,Black,100,Home,BA+
9951,2012,12,Suicide,0,M,49,White,100,Street,HS/GED
9952,2012,8,Suicide,0,M,77,White,100,Home,Less than HS
9953,2012,9,Suicide,0,M,27,White,100,Home,Some college
9954,2012,10,Homicide,0,F,13,White,100,Home,Less than HS
9955,2012,11,Homicide,0,M,35,Black,100,Home,HS/GED
9956,2012,12,Suicide,0,F,30,White,100,Trade/service area,BA+
9957,2012,9,Suicide,0,M,32,White,100,Street,Some college
9958,2012,12,Suicide,0,M,44,Black,100,Home,BA+
9959,2012,11,Suicide,0,F,29,White,100,Home,Some college
9960,2012,12,Suicide,0,M,32,White,100,Home,HS/GED
9961,2012,12,Suicide,0,M,51,White,100,Residential institution,HS/GED
9962,2012,10,Suicide,0,M,56,White,100,Home,HS/GED
9963,2012,11,Accidental,0,M,50,White,100,Home,Some college
9964,2012,8,Suicide,0,M,26,Black,100,Home,Some college
9965,2012,9,Homicide,0,M,68,White,100,Home,HS/GED
9966,2012,9,Homicide,0,F,34,Black,100,Home,BA+
9967,2012,9,Suicide,0,M,42,White,100,Home,HS/GED
9968,2012,8,Homicide,0,M,22,Black,100,Street,HS/GED
9969,2012,12,Homicide,0,F,22,Black,100,Home,Some college
9970,2012,9,Homicide,0,F,53,Black,100,Home,HS/GED
9971,2012,11,Suicide,0,F,58,White,100,Home,HS/GED
9972,2012,12,Homicide,0,M,15,Hispanic,211,Street,Less than HS
9973,2012,6,Homicide,1,M,22,Black,100,NA,HS/GED
9974,2012,9,Homicide,0,M,19,Black,100,Other unspecified,Some college
9975,2012,10,Suicide,0,M,39,Hispanic,260,Home,BA+
9976,2012,10,Accidental,0,M,65,White,100,Home,Some college
9977,2012,9,Homicide,0,M,21,Black,100,Other specified,Less than HS
9978,2012,12,Suicide,0,M,69,White,100,Home,Less than HS
9979,2012,9,Homicide,0,F,25,White,100,Other unspecified,BA+
9980,2012,8,Suicide,0,M,27,White,100,Home,HS/GED
9981,2012,9,Homicide,0,M,49,Asian/Pacific Islander,100,Trade/service area,BA+
9982,2012,11,Suicide,0,M,78,White,100,Home,Some college
9983,2012,12,Homicide,0,F,39,Black,100,Home,BA+
9984,2012,9,Suicide,0,M,61,White,100,Home,HS/GED
9985,2012,12,Homicide,0,M,24,White,100,Trade/service area,Some college
9986,2012,12,Homicide,0,M,28,Black,100,Street,NA
9987,2012,12,Suicide,0,M,41,White,100,Street,HS/GED
9988,2012,12,Homicide,0,M,36,Black,100,Home,Some college
9989,2012,10,Homicide,0,M,33,Black,100,Trade/service area,HS/GED
9990,2012,10,Homicide,0,M,29,Hispanic,210,Street,Some college
9991,2012,8,Suicide,0,M,41,White,100,Home,HS/GED
9992,2012,4,Homicide,0,M,52,Black,100,Other specified,HS/GED
9993,2012,12,Suicide,0,M,21,Black,100,Home,HS/GED
9994,2012,12,Homicide,0,M,16,Black,100,Street,Less than HS
9995,2012,10,Suicide,0,F,18,White,100,Home,Some college
9996,2012,9,Suicide,0,M,20,Black,100,Home,Less than HS
9997,2012,10,Suicide,0,M,22,White,100,Home,Some college
9998,2012,9,Homicide,0,M,21,Black,100,Home,Less than HS
9999,2012,9,Homicide,0,F,40,Asian/Pacific Islander,100,Other specified,HS/GED
10000,2012,10,Homicide,0,M,56,White,100,Other specified,HS/GED
10001,2012,9,Homicide,1,M,19,Asian/Pacific Islander,100,NA,Some college
10002,2012,8,Suicide,0,M,37,White,100,Home,Some college
10003,2012,12,Suicide,0,M,18,Hispanic,210,Other specified,Less than HS
10004,2012,12,Suicide,0,M,32,White,100,Home,NA
10005,2012,9,Suicide,0,M,50,White,100,Sports,Less than HS
10006,2012,12,Suicide,0,M,22,White,100,Home,HS/GED
10007,2012,10,Suicide,0,M,21,White,100,Home,HS/GED
10008,2012,10,Suicide,0,M,35,White,100,Home,HS/GED
10009,2012,9,Suicide,0,M,44,White,100,Home,Less than HS
10010,2012,8,Suicide,0,M,24,White,100,Other specified,Some college
10011,2012,10,Suicide,0,M,27,Black,100,Home,HS/GED
10012,2012,9,Suicide,0,F,89,White,100,Other specified,BA+
10013,2012,9,Suicide,0,M,23,Black,100,Sports,Some college
10014,2012,3,Homicide,0,F,36,Black,100,Home,HS/GED
10015,2012,11,Homicide,0,M,21,Black,100,School/instiution,HS/GED
10016,2012,9,Homicide,0,M,49,Black,100,Street,BA+
10017,2012,9,Suicide,0,F,52,White,100,Other specified,Some college
10018,2012,10,Suicide,0,M,47,White,100,Home,BA+
10019,2012,9,Homicide,0,M,27,Black,100,Home,Some college
10020,2012,10,Homicide,0,M,24,Black,100,Trade/service area,HS/GED
10021,2012,10,Homicide,0,M,22,Black,100,Trade/service area,Less than HS
10022,2012,12,Suicide,0,F,54,White,100,Home,HS/GED
10023,2012,10,Suicide,0,M,66,White,100,Home,HS/GED
10024,2012,9,Suicide,0,M,24,Black,100,Other specified,HS/GED
10025,2012,11,Homicide,0,M,46,Black,100,Trade/service area,HS/GED
10026,2012,10,Suicide,0,F,52,White,100,Home,BA+
10027,2012,9,Suicide,0,M,46,White,100,Home,BA+
10028,2012,8,Suicide,0,M,40,White,100,Home,HS/GED
10029,2012,10,Suicide,0,M,55,White,100,Home,Less than HS
10030,2012,10,Suicide,0,M,75,White,100,Home,NA
10031,2012,10,Homicide,0,F,25,Asian/Pacific Islander,100,Home,BA+
10032,2012,9,Homicide,0,M,26,Black,100,Street,Less than HS
10033,2012,9,Homicide,0,M,31,Black,100,Home,NA
10034,2012,5,Suicide,0,M,78,White,100,Home,HS/GED
10035,2012,10,Suicide,0,F,38,White,100,Home,BA+
10036,2012,10,Suicide,0,M,65,White,100,Home,BA+
10037,2012,10,Suicide,0,M,57,White,100,Home,HS/GED
10038,2012,9,Homicide,0,M,35,Black,100,Street,Less than HS
10039,2012,10,Suicide,0,F,47,White,100,Home,NA
10040,2012,12,Suicide,0,M,67,Black,100,Home,HS/GED
10041,2012,9,Suicide,0,M,42,White,100,Home,HS/GED
10042,2012,10,Suicide,0,M,50,White,100,Home,HS/GED
10043,2012,10,Homicide,0,F,51,White,100,Home,BA+
10044,2012,11,Homicide,1,M,28,White,100,NA,NA
10045,2012,10,Homicide,0,F,48,Black,100,Home,HS/GED
10046,2012,10,Suicide,0,M,61,White,100,Home,BA+
10047,2012,11,Suicide,0,M,80,White,100,Other specified,HS/GED
10048,2012,10,Suicide,0,F,52,White,100,Home,Some college
10049,2012,10,Suicide,0,M,63,White,100,Home,Some college
10050,2012,10,Homicide,0,M,39,Black,100,School/instiution,Some college
10051,2012,12,Homicide,0,M,18,Black,100,Other specified,Less than HS
10052,2012,11,Homicide,0,M,37,Black,100,Home,Less than HS
10053,2012,10,Homicide,0,M,60,White,100,Home,Less than HS
10054,2012,12,Homicide,0,M,18,Black,100,Other specified,HS/GED
10055,2012,10,Suicide,0,M,27,Black,100,Other specified,HS/GED
10056,2012,12,Suicide,0,M,17,White,100,Home,Less than HS
10057,2012,10,Homicide,0,M,33,Black,100,Other specified,HS/GED
10058,2012,10,Homicide,0,M,40,Black,100,Home,HS/GED
10059,2012,10,Homicide,0,M,22,Black,100,Street,HS/GED
10060,2012,11,Homicide,0,M,28,Black,100,Trade/service area,HS/GED
10061,2012,8,Suicide,0,M,24,Black,100,Home,HS/GED
10062,2012,12,Homicide,0,F,21,Black,998,Home,HS/GED
10063,2012,10,Suicide,0,M,22,White,100,Home,Some college
10064,2012,10,Homicide,0,M,52,Black,100,Home,HS/GED
10065,2012,10,Homicide,0,M,55,White,100,Home,BA+
10066,2012,10,Homicide,0,M,23,White,100,Street,HS/GED
10067,2012,10,Suicide,0,M,30,Black,100,Other specified,Less than HS
10068,2012,10,Suicide,0,M,58,White,100,Home,Some college
10069,2012,10,Suicide,0,M,34,Black,100,Home,NA
10070,2012,11,Homicide,0,M,39,Black,100,Home,BA+
10071,2012,10,Homicide,0,M,21,Black,100,Home,HS/GED
10072,2012,11,Homicide,0,F,47,White,100,Home,Less than HS
10073,2012,11,Homicide,0,M,22,White,100,Other specified,Some college
10074,2012,7,Homicide,0,F,12,Black,100,Home,Less than HS
10075,2012,9,Homicide,0,M,69,Black,100,Home,Less than HS
10076,2012,9,Suicide,0,M,28,White,100,Other specified,BA+
10077,2012,11,Suicide,0,M,53,White,100,Home,HS/GED
10078,2012,11,Homicide,0,M,33,White,100,Home,HS/GED
10079,2012,9,Suicide,0,F,48,White,100,Home,BA+
10080,2012,9,Homicide,0,M,44,Black,100,Street,Less than HS
10081,2012,8,Homicide,0,M,24,Black,100,Trade/service area,Less than HS
10082,2012,11,Homicide,0,M,20,Black,100,Home,Some college
10083,2012,11,Homicide,0,M,24,Black,100,Other specified,Some college
10084,2012,10,Homicide,0,M,48,White,100,Street,Some college
10085,2012,12,Suicide,0,F,43,White,100,Home,BA+
10086,2012,12,Suicide,0,M,54,White,100,Industrial/construction,BA+
10087,2012,11,Homicide,0,F,56,Hispanic,210,Residential institution,Less than HS
10088,2012,11,Suicide,0,F,49,White,100,Home,Some college
10089,2012,10,Homicide,0,M,30,Black,100,Street,NA
10090,2012,11,Suicide,0,M,75,White,100,Home,Some college
10091,2012,11,Suicide,0,F,36,Asian/Pacific Islander,100,Home,Less than HS
10092,2012,10,Homicide,0,M,62,Black,100,Other specified,Some college
10093,2012,5,Suicide,0,M,26,White,100,Home,BA+
10094,2012,12,Homicide,0,M,17,Black,100,Other unspecified,Less than HS
10095,2012,12,Homicide,0,M,14,Black,100,Home,Less than HS
10096,2012,11,Homicide,0,M,23,Black,100,Other specified,Some college
10097,2012,12,Suicide,0,F,33,White,100,Home,BA+
10098,2012,11,Suicide,0,M,35,Black,100,Home,Some college
10099,2012,11,Homicide,0,F,66,White,100,Home,Less than HS
10100,2012,10,Suicide,0,M,36,White,100,Home,HS/GED
10101,2012,10,Accidental,0,M,35,Black,100,Other specified,Less than HS
10102,2012,11,Homicide,0,M,36,Asian/Pacific Islander,100,Other specified,BA+
10103,2012,12,Homicide,0,M,20,Black,100,Trade/service area,Less than HS
